,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint,Efa (eV/atom)
55,3,3,82,53,53,53,53,4,4,125,74,74,74,74,2,2,6,5,5,5,5,3.582,3.582,0.129,0.214,0.214,0.214,0.214,0.534,0.534,11.3,4.93,4.93,4.93,4.93,2.1,2.1,1.8,1.3,1.3,1.3,1.3,5.3917,5.3917,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,6.941,207.2,126.904,126.904,126.904,126.904,453.85,453.85,600.75,386.65,386.65,386.65,386.65,0.141855857
56,11,11,82,53,53,53,53,12,12,125,74,74,74,74,3,3,6,5,5,5,5,1.228,1.228,0.129,0.214,0.214,0.214,0.214,0.971,0.971,11.3,4.93,4.93,4.93,4.93,2.2,2.2,1.8,1.3,1.3,1.3,1.3,5.1391,5.1391,7.4167,10.4513,10.4513,10.4513,10.4513,22.99,22.99,207.2,126.904,126.904,126.904,126.904,371.15,371.15,600.75,386.65,386.65,386.65,386.65,-0.261580242
57,19,19,82,53,53,53,53,20,20,125,74,74,74,74,4,4,6,5,5,5,5,0.757,0.757,0.129,0.214,0.214,0.214,0.214,0.862,0.862,11.3,4.93,4.93,4.93,4.93,2.8,2.8,1.8,1.3,1.3,1.3,1.3,4.3407,4.3407,7.4167,10.4513,10.4513,10.4513,10.4513,39.098,39.098,207.2,126.904,126.904,126.904,126.904,336.5,336.5,600.75,386.65,386.65,386.65,386.65,-0.099989278
58,37,37,82,53,53,53,53,48,48,125,74,74,74,74,5,5,6,5,5,5,5,0.363,0.363,0.129,0.214,0.214,0.214,0.214,1.53,1.53,11.3,4.93,4.93,4.93,4.93,3.0,3.0,1.8,1.3,1.3,1.3,1.3,4.1771,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,85.468,85.468,207.2,126.904,126.904,126.904,126.904,312.79,312.79,600.75,386.65,386.65,386.65,386.65,-0.123364017
59,55,55,82,53,53,53,53,78,78,125,74,74,74,74,6,6,6,5,5,5,5,0.242,0.242,0.129,0.214,0.214,0.214,0.214,1.87,1.87,11.3,4.93,4.93,4.93,4.93,3.3,3.3,1.8,1.3,1.3,1.3,1.3,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,132.905,132.905,207.2,126.904,126.904,126.904,126.904,301.7,301.7,600.75,386.65,386.65,386.65,386.65,-0.090297387
60,3,11,32,9,9,9,9,4,12,41,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.32,0.824,0.824,0.824,0.824,0.534,0.971,5.32,0.0017,0.0017,0.0017,0.0017,2.1,2.2,1.5,0.57,0.57,0.57,0.57,5.3917,5.1391,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,22.99,72.64,18.998,18.998,18.998,18.998,453.85,371.15,1211.45,53.63,53.63,53.63,53.63,0.601541101
61,11,19,32,17,17,17,17,12,20,41,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.32,0.479,0.479,0.479,0.479,0.971,0.862,5.32,0.00321,0.00321,0.00321,0.00321,2.2,2.8,1.5,0.97,0.97,0.97,0.97,5.1391,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,22.99,39.098,72.64,35.453,35.453,35.453,35.453,371.15,336.5,1211.45,172.31,172.31,172.31,172.31,-0.081830408
62,19,55,50,17,17,17,17,20,78,69,18,18,18,18,4,6,5,3,3,3,3,0.757,0.242,0.228,0.479,0.479,0.479,0.479,0.862,1.87,7.29,0.00321,0.00321,0.00321,0.00321,2.8,3.3,1.7,0.97,0.97,0.97,0.97,4.3407,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,39.098,132.905,118.71,35.453,35.453,35.453,35.453,336.5,301.7,505.21,172.31,172.31,172.31,172.31,-0.194852399
63,3,19,50,35,35,35,35,4,20,69,45,45,45,45,2,4,5,4,4,4,4,3.582,0.757,0.228,0.474,0.474,0.474,0.474,0.534,0.862,7.29,3.12,3.12,3.12,3.12,2.1,2.8,1.7,1.1,1.1,1.1,1.1,5.3917,4.3407,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,39.098,118.71,79.904,79.904,79.904,79.904,453.85,336.5,505.21,266.05,266.05,266.05,266.05,0.057163042
64,19,37,82,35,35,35,35,20,48,125,45,45,45,45,4,5,6,4,4,4,4,0.757,0.363,0.129,0.474,0.474,0.474,0.474,0.862,1.53,11.3,3.12,3.12,3.12,3.12,2.8,3.0,1.8,1.1,1.1,1.1,1.1,4.3407,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,39.098,85.468,207.2,79.904,79.904,79.904,79.904,336.5,312.79,600.75,266.05,266.05,266.05,266.05,-0.402652406
65,37,55,82,53,53,53,53,48,78,125,74,74,74,74,5,6,6,5,5,5,5,0.363,0.242,0.129,0.214,0.214,0.214,0.214,1.53,1.87,11.3,4.93,4.93,4.93,4.93,3.0,3.3,1.8,1.3,1.3,1.3,1.3,4.1771,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,85.468,132.905,207.2,126.904,126.904,126.904,126.904,312.79,301.7,600.75,386.65,386.65,386.65,386.65,-0.107984979
66,3,3,32,9,9,9,17,4,4,41,10,10,10,18,2,2,4,2,2,2,3,3.582,3.582,0.32,0.824,0.824,0.824,0.479,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.00321,2.1,2.1,1.5,0.57,0.57,0.57,0.97,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,12.9676,6.941,6.941,72.64,18.998,18.998,18.998,35.453,453.85,453.85,1211.45,53.63,53.63,53.63,172.31,0.6515995
67,11,11,32,9,9,9,17,12,12,41,10,10,10,18,3,3,4,2,2,2,3,1.228,1.228,0.32,0.824,0.824,0.824,0.479,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,2.2,2.2,1.5,0.57,0.57,0.57,0.97,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,22.99,22.99,72.64,18.998,18.998,18.998,35.453,371.15,371.15,1211.45,53.63,53.63,53.63,172.31,-0.330297691
68,3,3,50,17,17,17,35,4,4,69,18,18,18,45,2,2,5,3,3,3,4,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,2.1,2.1,1.7,0.97,0.97,0.97,1.1,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,6.941,6.941,118.71,35.453,35.453,35.453,79.904,453.85,453.85,505.21,172.31,172.31,172.31,266.05,0.283461286
69,11,11,50,17,17,17,35,12,12,69,18,18,18,45,3,3,5,3,3,3,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,2.2,2.2,1.7,0.97,0.97,0.97,1.1,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,22.99,22.99,118.71,35.453,35.453,35.453,79.904,371.15,371.15,505.21,172.31,172.31,172.31,266.05,-0.232762349
70,3,3,82,35,35,35,53,4,4,125,45,45,45,74,2,2,6,4,4,4,5,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.534,0.534,11.3,3.12,3.12,3.12,4.93,2.1,2.1,1.8,1.1,1.1,1.1,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,6.941,6.941,207.2,79.904,79.904,79.904,126.904,453.85,453.85,600.75,266.05,266.05,266.05,386.65,0.110352143
71,11,11,82,35,35,35,53,12,12,125,45,45,45,74,3,3,6,4,4,4,5,1.228,1.228,0.129,0.474,0.474,0.474,0.214,0.971,0.971,11.3,3.12,3.12,3.12,4.93,2.2,2.2,1.8,1.1,1.1,1.1,1.3,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,10.4513,22.99,22.99,207.2,79.904,79.904,79.904,126.904,371.15,371.15,600.75,266.05,266.05,266.05,386.65,-0.501807264
72,19,19,32,9,9,17,17,20,20,41,10,10,18,18,4,4,4,2,2,3,3,0.757,0.757,0.32,0.824,0.824,0.479,0.479,0.862,0.862,5.32,0.0017,0.0017,0.00321,0.00321,2.8,2.8,1.5,0.57,0.57,0.97,0.97,4.3407,4.3407,7.8994,17.4228,17.4228,12.9676,12.9676,39.098,39.098,72.64,18.998,18.998,35.453,35.453,336.5,336.5,1211.45,53.63,53.63,172.31,172.31,0.03992648
73,37,37,32,9,9,9,35,48,48,41,10,10,10,45,5,5,4,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.474,1.53,1.53,5.32,0.0017,0.0017,0.0017,3.12,3.0,3.0,1.5,0.57,0.57,0.57,1.1,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,11.8138,85.468,85.468,72.64,18.998,18.998,18.998,79.904,312.79,312.79,1211.45,53.63,53.63,53.63,266.05,-0.14829762
74,19,19,50,35,35,53,17,20,20,69,45,45,74,18,4,4,5,4,4,5,3,0.757,0.757,0.228,0.474,0.474,0.214,0.479,0.862,0.862,7.29,3.12,3.12,4.93,0.00321,2.8,2.8,1.7,1.1,1.1,1.3,0.97,4.3407,4.3407,7.3439,11.8138,11.8138,10.4513,12.9676,39.098,39.098,118.71,79.904,79.904,126.904,35.453,336.5,336.5,505.21,266.05,266.05,386.65,172.31,-0.026559136
75,55,55,82,53,53,53,17,78,78,125,74,74,74,18,6,6,6,5,5,5,3,0.242,0.242,0.129,0.214,0.214,0.214,0.479,1.87,1.87,11.3,4.93,4.93,4.93,0.00321,3.3,3.3,1.8,1.3,1.3,1.3,0.97,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,12.9676,132.905,132.905,207.2,126.904,126.904,126.904,35.453,301.7,301.7,600.75,386.65,386.65,386.65,172.31,-0.24143847
76,19,19,82,9,17,35,53,20,20,125,10,18,45,74,4,4,6,2,3,4,5,0.757,0.757,0.129,0.824,0.479,0.474,0.214,0.862,0.862,11.3,0.0017,0.00321,3.12,4.93,2.8,2.8,1.8,0.57,0.97,1.1,1.3,4.3407,4.3407,7.4167,17.4228,12.9676,11.8138,10.4513,39.098,39.098,207.2,18.998,35.453,79.904,126.904,336.5,336.5,600.75,53.63,172.31,266.05,386.65,-0.073387782
77,55,55,50,35,35,53,53,78,78,69,45,45,74,74,6,6,5,4,4,5,5,0.242,0.242,0.228,0.474,0.474,0.214,0.214,1.87,1.87,7.29,3.12,3.12,4.93,4.93,3.3,3.3,1.7,1.1,1.1,1.3,1.3,3.8939,3.8939,7.3439,11.8138,11.8138,10.4513,10.4513,132.905,132.905,118.71,79.904,79.904,126.904,126.904,301.7,301.7,505.21,266.05,266.05,386.65,386.65,-0.126072237
78,37,37,82,9,9,9,53,48,48,125,10,10,10,74,5,5,6,2,2,2,5,0.363,0.363,0.129,0.824,0.824,0.824,0.214,1.53,1.53,11.3,0.0017,0.0017,0.0017,4.93,3.0,3.0,1.8,0.57,0.57,0.57,1.3,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,10.4513,85.468,85.468,207.2,18.998,18.998,18.998,126.904,312.79,312.79,600.75,53.63,53.63,53.63,386.65,0.021467083
79,37,37,50,17,17,53,53,48,48,69,18,18,74,74,5,5,5,3,3,5,5,0.363,0.363,0.228,0.479,0.479,0.214,0.214,1.53,1.53,7.29,0.00321,0.00321,4.93,4.93,3.0,3.0,1.7,0.97,0.97,1.3,1.3,4.1771,4.1771,7.3439,12.9676,12.9676,10.4513,10.4513,85.468,85.468,118.71,35.453,35.453,126.904,126.904,312.79,312.79,505.21,172.31,172.31,386.65,386.65,-0.117815508
80,3,37,32,9,9,9,9,4,48,41,10,10,10,10,2,5,4,2,2,2,2,3.582,0.363,0.32,0.824,0.824,0.824,0.824,0.534,1.53,5.32,0.0017,0.0017,0.0017,0.0017,2.1,3.0,1.5,0.57,0.57,0.57,0.57,5.3917,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,85.468,72.64,18.998,18.998,18.998,18.998,453.85,312.79,1211.45,53.63,53.63,53.63,53.63,0.538910686
81,3,55,32,9,9,9,9,4,78,41,10,10,10,10,2,6,4,2,2,2,2,3.582,0.242,0.32,0.824,0.824,0.824,0.824,0.534,1.87,5.32,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.5,0.57,0.57,0.57,0.57,5.3917,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,132.905,72.64,18.998,18.998,18.998,18.998,453.85,301.7,1211.45,53.63,53.63,53.63,53.63,0.409335075
82,3,37,32,17,17,17,17,4,48,41,18,18,18,18,2,5,4,3,3,3,3,3.582,0.363,0.32,0.479,0.479,0.479,0.479,0.534,1.53,5.32,0.00321,0.00321,0.00321,0.00321,2.1,3.0,1.5,0.97,0.97,0.97,0.97,5.3917,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,6.941,85.468,72.64,35.453,35.453,35.453,35.453,453.85,312.79,1211.45,172.31,172.31,172.31,172.31,-0.155714483
83,3,55,32,17,17,17,17,4,78,41,18,18,18,18,2,6,4,3,3,3,3,3.582,0.242,0.32,0.479,0.479,0.479,0.479,0.534,1.87,5.32,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.5,0.97,0.97,0.97,0.97,5.3917,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,6.941,132.905,72.64,35.453,35.453,35.453,35.453,453.85,301.7,1211.45,172.31,172.31,172.31,172.31,-0.225659215
84,3,37,32,35,35,35,35,4,48,41,45,45,45,45,2,5,4,4,4,4,4,3.582,0.363,0.32,0.474,0.474,0.474,0.474,0.534,1.53,5.32,3.12,3.12,3.12,3.12,2.1,3.0,1.5,1.1,1.1,1.1,1.1,5.3917,4.1771,7.8994,11.8138,11.8138,11.8138,11.8138,6.941,85.468,72.64,79.904,79.904,79.904,79.904,453.85,312.79,1211.45,266.05,266.05,266.05,266.05,-0.162199027
85,3,55,32,35,35,35,35,4,78,41,45,45,45,45,2,6,4,4,4,4,4,3.582,0.242,0.32,0.474,0.474,0.474,0.474,0.534,1.87,5.32,3.12,3.12,3.12,3.12,2.1,3.3,1.5,1.1,1.1,1.1,1.1,5.3917,3.8939,7.8994,11.8138,11.8138,11.8138,11.8138,6.941,132.905,72.64,79.904,79.904,79.904,79.904,453.85,301.7,1211.45,266.05,266.05,266.05,266.05,-0.20810809
86,3,37,32,53,53,53,53,4,48,41,74,74,74,74,2,5,4,5,5,5,5,3.582,0.363,0.32,0.214,0.214,0.214,0.214,0.534,1.53,5.32,4.93,4.93,4.93,4.93,2.1,3.0,1.5,1.3,1.3,1.3,1.3,5.3917,4.1771,7.8994,10.4513,10.4513,10.4513,10.4513,6.941,85.468,72.64,126.904,126.904,126.904,126.904,453.85,312.79,1211.45,386.65,386.65,386.65,386.65,-0.053392013
87,3,55,32,53,53,53,53,4,78,41,74,74,74,74,2,6,4,5,5,5,5,3.582,0.242,0.32,0.214,0.214,0.214,0.214,0.534,1.87,5.32,4.93,4.93,4.93,4.93,2.1,3.3,1.5,1.3,1.3,1.3,1.3,5.3917,3.8939,7.8994,10.4513,10.4513,10.4513,10.4513,6.941,132.905,72.64,126.904,126.904,126.904,126.904,453.85,301.7,1211.45,386.65,386.65,386.65,386.65,-0.033142412
88,3,37,50,9,9,9,9,4,48,69,10,10,10,10,2,5,5,2,2,2,2,3.582,0.363,0.228,0.824,0.824,0.824,0.824,0.534,1.53,7.29,0.0017,0.0017,0.0017,0.0017,2.1,3.0,1.7,0.57,0.57,0.57,0.57,5.3917,4.1771,7.3439,17.4228,17.4228,17.4228,17.4228,6.941,85.468,118.71,18.998,18.998,18.998,18.998,453.85,312.79,505.21,53.63,53.63,53.63,53.63,-0.014679886
89,3,55,50,9,9,9,9,4,78,69,10,10,10,10,2,6,5,2,2,2,2,3.582,0.242,0.228,0.824,0.824,0.824,0.824,0.534,1.87,7.29,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.7,0.57,0.57,0.57,0.57,5.3917,3.8939,7.3439,17.4228,17.4228,17.4228,17.4228,6.941,132.905,118.71,18.998,18.998,18.998,18.998,453.85,301.7,505.21,53.63,53.63,53.63,53.63,-0.299630354
90,3,37,50,17,17,17,17,4,48,69,18,18,18,18,2,5,5,3,3,3,3,3.582,0.363,0.228,0.479,0.479,0.479,0.479,0.534,1.53,7.29,0.00321,0.00321,0.00321,0.00321,2.1,3.0,1.7,0.97,0.97,0.97,0.97,5.3917,4.1771,7.3439,12.9676,12.9676,12.9676,12.9676,6.941,85.468,118.71,35.453,35.453,35.453,35.453,453.85,312.79,505.21,172.31,172.31,172.31,172.31,-0.073241024
91,3,55,50,17,17,17,17,4,78,69,18,18,18,18,2,6,5,3,3,3,3,3.582,0.242,0.228,0.479,0.479,0.479,0.479,0.534,1.87,7.29,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.7,0.97,0.97,0.97,0.97,5.3917,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,6.941,132.905,118.71,35.453,35.453,35.453,35.453,453.85,301.7,505.21,172.31,172.31,172.31,172.31,-0.153102613
92,3,37,50,35,35,35,35,4,48,69,45,45,45,45,2,5,5,4,4,4,4,3.582,0.363,0.228,0.474,0.474,0.474,0.474,0.534,1.53,7.29,3.12,3.12,3.12,3.12,2.1,3.0,1.7,1.1,1.1,1.1,1.1,5.3917,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,85.468,118.71,79.904,79.904,79.904,79.904,453.85,312.79,505.21,266.05,266.05,266.05,266.05,-0.058909521
93,3,55,50,35,35,35,35,4,78,69,45,45,45,45,2,6,5,4,4,4,4,3.582,0.242,0.228,0.474,0.474,0.474,0.474,0.534,1.87,7.29,3.12,3.12,3.12,3.12,2.1,3.3,1.7,1.1,1.1,1.1,1.1,5.3917,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,132.905,118.71,79.904,79.904,79.904,79.904,453.85,301.7,505.21,266.05,266.05,266.05,266.05,0.009314844
94,3,37,50,53,53,53,53,4,48,69,74,74,74,74,2,5,5,5,5,5,5,3.582,0.363,0.228,0.214,0.214,0.214,0.214,0.534,1.53,7.29,4.93,4.93,4.93,4.93,2.1,3.0,1.7,1.3,1.3,1.3,1.3,5.3917,4.1771,7.3439,10.4513,10.4513,10.4513,10.4513,6.941,85.468,118.71,126.904,126.904,126.904,126.904,453.85,312.79,505.21,386.65,386.65,386.65,386.65,-0.050328627
95,3,55,50,53,53,53,53,4,78,69,74,74,74,74,2,6,5,5,5,5,5,3.582,0.242,0.228,0.214,0.214,0.214,0.214,0.534,1.87,7.29,4.93,4.93,4.93,4.93,2.1,3.3,1.7,1.3,1.3,1.3,1.3,5.3917,3.8939,7.3439,10.4513,10.4513,10.4513,10.4513,6.941,132.905,118.71,126.904,126.904,126.904,126.904,453.85,301.7,505.21,386.65,386.65,386.65,386.65,-0.035429598
96,3,37,82,9,9,9,9,4,48,125,10,10,10,10,2,5,6,2,2,2,2,3.582,0.363,0.129,0.824,0.824,0.824,0.824,0.534,1.53,11.3,0.0017,0.0017,0.0017,0.0017,2.1,3.0,1.8,0.57,0.57,0.57,0.57,5.3917,4.1771,7.4167,17.4228,17.4228,17.4228,17.4228,6.941,85.468,207.2,18.998,18.998,18.998,18.998,453.85,312.79,600.75,53.63,53.63,53.63,53.63,-0.046451294
97,3,55,82,9,9,9,9,4,78,125,10,10,10,10,2,6,6,2,2,2,2,3.582,0.242,0.129,0.824,0.824,0.824,0.824,0.534,1.87,11.3,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.8,0.57,0.57,0.57,0.57,5.3917,3.8939,7.4167,17.4228,17.4228,17.4228,17.4228,6.941,132.905,207.2,18.998,18.998,18.998,18.998,453.85,301.7,600.75,53.63,53.63,53.63,53.63,0.393819666
98,3,37,82,17,17,17,17,4,48,125,18,18,18,18,2,5,6,3,3,3,3,3.582,0.363,0.129,0.479,0.479,0.479,0.479,0.534,1.53,11.3,0.00321,0.00321,0.00321,0.00321,2.1,3.0,1.8,0.97,0.97,0.97,0.97,5.3917,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,6.941,85.468,207.2,35.453,35.453,35.453,35.453,453.85,312.79,600.75,172.31,172.31,172.31,172.31,-0.177199381
99,3,55,82,17,17,17,17,4,78,125,18,18,18,18,2,6,6,3,3,3,3,3.582,0.242,0.129,0.479,0.479,0.479,0.479,0.534,1.87,11.3,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.8,0.97,0.97,0.97,0.97,5.3917,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,6.941,132.905,207.2,35.453,35.453,35.453,35.453,453.85,301.7,600.75,172.31,172.31,172.31,172.31,-0.257224828
100,3,37,82,35,35,35,35,4,48,125,45,45,45,45,2,5,6,4,4,4,4,3.582,0.363,0.129,0.474,0.474,0.474,0.474,0.534,1.53,11.3,3.12,3.12,3.12,3.12,2.1,3.0,1.8,1.1,1.1,1.1,1.1,5.3917,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,6.941,85.468,207.2,79.904,79.904,79.904,79.904,453.85,312.79,600.75,266.05,266.05,266.05,266.05,-0.086555263
101,3,55,82,35,35,35,35,4,78,125,45,45,45,45,2,6,6,4,4,4,4,3.582,0.242,0.129,0.474,0.474,0.474,0.474,0.534,1.87,11.3,3.12,3.12,3.12,3.12,2.1,3.3,1.8,1.1,1.1,1.1,1.1,5.3917,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,6.941,132.905,207.2,79.904,79.904,79.904,79.904,453.85,301.7,600.75,266.05,266.05,266.05,266.05,-0.118253183
102,3,37,82,53,53,53,53,4,48,125,74,74,74,74,2,5,6,5,5,5,5,3.582,0.363,0.129,0.214,0.214,0.214,0.214,0.534,1.53,11.3,4.93,4.93,4.93,4.93,2.1,3.0,1.8,1.3,1.3,1.3,1.3,5.3917,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,85.468,207.2,126.904,126.904,126.904,126.904,453.85,312.79,600.75,386.65,386.65,386.65,386.65,0.003092277
103,3,55,82,53,53,53,53,4,78,125,74,74,74,74,2,6,6,5,5,5,5,3.582,0.242,0.129,0.214,0.214,0.214,0.214,0.534,1.87,11.3,4.93,4.93,4.93,4.93,2.1,3.3,1.8,1.3,1.3,1.3,1.3,5.3917,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,132.905,207.2,126.904,126.904,126.904,126.904,453.85,301.7,600.75,386.65,386.65,386.65,386.65,0.018251164
104,3,3,32,9,9,17,35,4,4,41,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.32,0.824,0.824,0.479,0.474,0.534,0.534,5.32,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.5,0.57,0.57,0.97,1.1,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,11.8138,6.941,6.941,72.64,18.998,18.998,35.453,79.904,453.85,453.85,1211.45,53.63,53.63,172.31,266.05,0.755216286
105,3,3,32,9,9,17,53,4,4,41,10,10,18,74,2,2,4,2,2,3,5,3.582,3.582,0.32,0.824,0.824,0.479,0.214,0.534,0.534,5.32,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.5,0.57,0.57,0.97,1.3,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,10.4513,6.941,6.941,72.64,18.998,18.998,35.453,126.904,453.85,453.85,1211.45,53.63,53.63,172.31,386.65,0.608199429
106,3,3,32,9,9,35,53,4,4,41,10,10,45,74,2,2,4,2,2,4,5,3.582,3.582,0.32,0.824,0.824,0.474,0.214,0.534,0.534,5.32,0.0017,0.0017,3.12,4.93,2.1,2.1,1.5,0.57,0.57,1.1,1.3,5.3917,5.3917,7.8994,17.4228,17.4228,11.8138,10.4513,6.941,6.941,72.64,18.998,18.998,79.904,126.904,453.85,453.85,1211.45,53.63,53.63,266.05,386.65,0.761690929
107,3,3,32,17,17,9,35,4,4,41,18,18,10,45,2,2,4,3,3,2,4,3.582,3.582,0.32,0.479,0.479,0.824,0.474,0.534,0.534,5.32,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.5,0.97,0.97,0.57,1.1,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,11.8138,6.941,6.941,72.64,35.453,35.453,18.998,79.904,453.85,453.85,1211.45,172.31,172.31,53.63,266.05,0.283781113
108,3,3,32,17,17,9,53,4,4,41,18,18,10,74,2,2,4,3,3,2,5,3.582,3.582,0.32,0.479,0.479,0.824,0.214,0.534,0.534,5.32,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.5,0.97,0.97,0.57,1.3,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,10.4513,6.941,6.941,72.64,35.453,35.453,18.998,126.904,453.85,453.85,1211.45,172.31,172.31,53.63,386.65,0.126776256
109,3,3,32,17,17,35,53,4,4,41,18,18,45,74,2,2,4,3,3,4,5,3.582,3.582,0.32,0.479,0.479,0.474,0.214,0.534,0.534,5.32,0.00321,0.00321,3.12,4.93,2.1,2.1,1.5,0.97,0.97,1.1,1.3,5.3917,5.3917,7.8994,12.9676,12.9676,11.8138,10.4513,6.941,6.941,72.64,35.453,35.453,79.904,126.904,453.85,453.85,1211.45,172.31,172.31,266.05,386.65,0.217093184
110,3,3,32,35,35,9,17,4,4,41,45,45,10,18,2,2,4,4,4,2,3,3.582,3.582,0.32,0.474,0.474,0.824,0.479,0.534,0.534,5.32,3.12,3.12,0.0017,0.00321,2.1,2.1,1.5,1.1,1.1,0.57,0.97,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,12.9676,6.941,6.941,72.64,79.904,79.904,18.998,35.453,453.85,453.85,1211.45,266.05,266.05,53.63,172.31,-0.043171335
111,3,3,32,35,35,9,53,4,4,41,45,45,10,74,2,2,4,4,4,2,5,3.582,3.582,0.32,0.474,0.474,0.824,0.214,0.534,0.534,5.32,3.12,3.12,0.0017,4.93,2.1,2.1,1.5,1.1,1.1,0.57,1.3,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,10.4513,6.941,6.941,72.64,79.904,79.904,18.998,126.904,453.85,453.85,1211.45,266.05,266.05,53.63,386.65,-0.083650264
112,3,3,32,35,35,17,53,4,4,41,45,45,18,74,2,2,4,4,4,3,5,3.582,3.582,0.32,0.474,0.474,0.479,0.214,0.534,0.534,5.32,3.12,3.12,0.00321,4.93,2.1,2.1,1.5,1.1,1.1,0.97,1.3,5.3917,5.3917,7.8994,11.8138,11.8138,12.9676,10.4513,6.941,6.941,72.64,79.904,79.904,35.453,126.904,453.85,453.85,1211.45,266.05,266.05,172.31,386.65,-0.129641978
